sample	gene	n_cpgs	methylated_count	total_count	weighted_average
nc5	g3141	98	1898	6163	30.7967
nc5	g3142	8	114	174	65.5172
nc5	g3143	428	10	12253	0.0816
nc5	g3151	14	3	176	1.7045
nc5	g3152	11	0	127	0.0
nc5	g3154	88	22	1220	1.8033
nc5	g3155	3	0	35	0.0
nc5	g3157	4	0	48	0.0
nc5	g3158	2	14	26	53.8462
nc5	g3162	28	0	369	0.0
nc5	g3170	84	4	1248	0.3205
nc5	g3171	2	8	26	30.7692
nc5	g3172	68	9	923	0.9751
nc5	g3173	6	0	65	0.0
nc5	g3178	13	0	195	0.0
nc5	g3179	21	33	259	12.7413
nc5	g3183	96	1	1311	0.0763
nc5	g3184	106	0	1399	0.0
nc5	g3187	24	259	535	48.4112
nc5	g3188	3	56	107	52.3364
nc5	g3189	6	113	235	48.0851
nc5	g3190	30	648	1256	51.5924
nc5	g3191	36	703	1175	59.8298
nc5	g3192	5	114	192	59.375
nc5	g3195	7	29	92	31.5217
nc5	g3196	21	8	309	2.589
nc5	g3197	44	0	554	0.0
nc5	g3199	109	1	1390	0.0719
nc5	g3200	7	0	162	0.0
nc5	g3202	1	0	14	0.0
nc5	g3203	5	0	85	0.0
nc5	g3204	23	0	336	0.0
nc5	g3208	10	44	225	19.5556
nc5	g3209	5	30	103	29.1262
nc5	g3210	20	165	412	40.0485
nc5	g3211	5	0	60	0.0
nc5	g3214	76	23	1013	2.2705
nc5	g3215	37	0	457	0.0
nc5	g3216	21	27	336	8.0357
nc5	g3217	95	1	3503	0.0285
nc5	g3218	11	82	174	47.1264
nc5	g3219	69	243	1609	15.1025
nc5	g3220	14	0	308	0.0
nc5	g3221	27	294	1175	25.0213
nc5	g3222	1	8	61	13.1148
nc5	g3241	1	0	16	0.0
nc5	g3243	43	2	651	0.3072
nc5	g3245	95	696	3366	20.6774
nc5	g3246	155	1713	6841	25.0402
nc5	g3248	15	167	249	67.0683
nc5	g3249	48	0	651	0.0
nc5	g3251	6	0	65	0.0
nc5	g3252	36	0	466	0.0
nc5	g3253	46	2	1606	0.1245
nc5	g3254	8	0	227	0.0
nc5	g3256	33	2	657	0.3044
nc5	g3258	2	0	24	0.0
nc5	g3264	7	1	85	1.1765
nc5	g3265	48	0	690	0.0
nc5	g3266	2	0	30	0.0
nc5	g3267	90	2	1254	0.1595
nc5	g3268	115	103	1770	5.8192
nc5	g3269	1	0	15	0.0
nc5	g3270	114	3	1786	0.168
nc5	g3271	63	8	854	0.9368
nc5	g3272	3	0	40	0.0
nc5	g3273	146	5	1913	0.2614
nc5	g3274	16	0	190	0.0
nc5	g3275	8	0	103	0.0
nc5	g3276	42	46	619	7.4313
nc5	g3278	100	0	1370	0.0
nc5	g3279	1	0	14	0.0
nc5	g3280	5	20	63	31.746
nc5	g3282	13	0	161	0.0
nc5	g3283	29	0	467	0.0
nc5	g3284	2	0	25	0.0
nc5	g3285	61	4	1747	0.229
nc5	g3286	40	0	520	0.0
nc5	g3287	8	0	82	0.0
nc5	g3289	102	2	1495	0.1338
nc5	g3291	37	0	557	0.0
nc5	g3292	116	10	1849	0.5408
nc5	g3293	52	0	606	0.0
nc5	g3294	36	0	430	0.0
nc5	g3295	9	11	140	7.8571
nc5	g3299	225	5	3074	0.1627
nc5	g3300	36	0	468	0.0
nc5	g3301	26	3	402	0.7463
nc5	g3302	1	0	13	0.0
nc5	g3303	13	0	180	0.0
nc5	g3304	1	0	13	0.0
nc5	g3306	14	0	174	0.0
nc5	g3307	4	0	45	0.0
nc5	g3308	194	7	2625	0.2667
nc5	g3309	323	72	4501	1.5996
nc5	g3310	70	10	1317	0.7593
nc5	g3311	3	0	34	0.0
nc5	g3315	24	0	391	0.0
nc5	g3316	6	36	103	34.9515
nc5	g3317	14	0	167	0.0
nc5	g3318	56	13	785	1.6561
nc5	g3319	58	1	915	0.1093
nc5	g3320	87	3	1100	0.2727
nc5	g3322	3	26	77	33.7662
nc5	g3323	71	382	2331	16.3878
nc5	g3324	46	103	1318	7.8149
nc5	g3326	5	0	62	0.0
nc5	g3329	19	0	227	0.0
nc5	g3331	44	0	605	0.0
nc5	g3334	10	0	146	0.0
nc5	g3336	12	96	235	40.8511
nc5	g3337	25	0	478	0.0
nc5	g3339	7	0	122	0.0
nc5	g3342	32	252	684	36.8421
nc5	g3344	17	34	594	5.7239
nc5	g3345	72	155	1896	8.1751
nc5	g3347	25	0	354	0.0
nc5	g3349	24	144	395	36.4557
nc5	g3350	4	32	61	52.459
nc5	g3351	8	0	105	0.0
nc5	g3352	1	12	14	85.7143
nc5	g3356	2	0	24	0.0
nc5	g3357	84	148	1877	7.8849
nc5	g3359	59	10	800	1.25
nc5	g3361	3	41	118	34.7458
nc5	g3362	17	61	213	28.6385
nc5	g3364	6	71	103	68.932
nc5	g3367	2	37	40	92.5
nc5	g3369	16	2	615	0.3252
nc5	g3371	17	76	261	29.1188
nc5	g3373	84	7	1092	0.641
nc5	g3382	2	0	22	0.0
nc5	g3385	4	0	61	0.0
nc5	g3386	88	0	1906	0.0
nc5	g3387	41	13	748	1.738
nc5	g3390	13	2	173	1.1561
nc5	g3393	43	1	515	0.1942
nc5	g3394	4	0	61	0.0
nc5	g3395	475	4	6429	0.0622
nc5	g3396	75	0	1103	0.0
nc5	g3397	289	11	4118	0.2671
nc5	g3398	10	1	123	0.813
nc5	g3399	23	4	371	1.0782
nc5	g3400	8	0	109	0.0
nc5	g3404	76	0	1286	0.0
nc5	g3406	20	18	303	5.9406
nc5	g3408	25	0	337	0.0
nc5	g3409	1	0	10	0.0
nc5	g3410	18	0	260	0.0
nc5	g3415	21	0	237	0.0
nc5	g3416	5	0	74	0.0
nc5	g3417	5	0	52	0.0
nc5	g3422	43	0	933	0.0
nc5	g3423	5	0	128	0.0
nc5	g3424	1	0	10	0.0
nc5	g3428	99	7	1282	0.546
nc5	g3429	37	0	437	0.0
nc5	g3430	46	1	726	0.1377
nc5	g3433	58	137	751	18.2423
nc5	g3434	17	1	439	0.2278
nc5	g3435	21	0	276	0.0
nc5	g3436	5	17	64	26.5625
nc5	g3437	1	0	20	0.0
nc5	g3438	4	0	63	0.0
nc5	g3440	3	0	43	0.0
nc5	g3441	2	57	69	82.6087
nc5	g3442	2	35	50	70.0
nc5	g3443	25	92	322	28.5714
nc5	g3444	1	11	11	100.0
nc5	g3449	1	19	32	59.375
nc5	g3450	19	0	228	0.0
nc5	g3452	15	0	192	0.0
nc5	g3453	40	1	572	0.1748
nc5	g3454	4	0	70	0.0
nc5	g3455	6	0	80	0.0
nc5	g3457	23	0	269	0.0
nc5	g3458	18	0	207	0.0
nc5	g3459	39	0	595	0.0
nc5	g3460	11	0	177	0.0
nc5	g3472	7	4	79	5.0633
nc5	g3473	11	0	126	0.0
nc5	g3474	21	0	266	0.0
nc5	g3475	1	0	12	0.0
nc5	g3479	25	8	304	2.6316
nc5	g3480	23	0	304	0.0
nc5	g3483	6	67	112	59.8214
nc5	g3484	1	0	10	0.0
nc5	g3485	53	7	674	1.0386
nc5	g3486	7	0	112	0.0
nc5	g3490	1	12	13	92.3077
nc5	g3491	14	0	153	0.0
nc5	g3492	6	0	113	0.0
nc5	g3493	32	1	435	0.2299
nc5	g3494	11	0	132	0.0
nc5	g3495	1	0	14	0.0
nc5	g3496	16	0	242	0.0
nc5	g3497	10	0	168	0.0
nc5	g3498	9	1	169	0.5917
nc5	g3499	153	1	2147	0.0466
nc5	g3500	7	0	74	0.0
nc5	g3501	11	0	148	0.0
nc5	g3502	11	0	140	0.0
nc5	g3504	4	0	49	0.0
nc5	g3505	7	0	84	0.0
nc5	g3506	6	0	111	0.0
nc5	g3507	2	0	31	0.0
nc5	g3508	3	1	56	1.7857
nc5	g3510	7	0	83	0.0
nc5	g3511	10	10	116	8.6207
nc5	g3513	7	0	75	0.0
nc5	g3514	12	0	206	0.0
nc5	g3515	8	12	112	10.7143
nc5	g3516	48	0	855	0.0
nc5	g3518	2	0	42	0.0
nc5	g3519	68	18	901	1.9978
nc5	g3520	82	0	1265	0.0
nc5	g3521	20	0	293	0.0
nc5	g3522	64	4	1120	0.3571
nc5	g3529	22	0	305	0.0
nc5	g3530	76	0	1319	0.0
nc5	g3533	5	37	212	17.4528
nc5	g3534	5	53	88	60.2273
nc5	g3535	64	535	2458	21.7657
nc5	g3539	2	7	34	20.5882
nc5	g3551	43	0	552	0.0
nc5	g3554	204	1	2772	0.0361
nc5	g3556	45	0	990	0.0
nc5	g3557	14	0	248	0.0
nc5	g3558	33	0	467	0.0
nc5	g3559	13	0	203	0.0
nc5	g3560	53	8	669	1.1958
nc5	g3561	10	0	143	0.0
nc5	g3562	3	1	30	3.3333
nc5	g3563	14	0	174	0.0
nc5	g3564	18	0	206	0.0
nc5	g3567	1	18	20	90.0
nc5	g3570	75	2	985	0.203
nc5	g3571	18	0	212	0.0
nc5	g3572	36	0	542	0.0
nc5	g3573	4	0	45	0.0
nc5	g3574	12	13	251	5.1793
nc5	g3575	58	1	810	0.1235
nc5	g3577	30	0	397	0.0
nc5	g3578	59	0	944	0.0
nc5	g3581	5	47	60	78.3333
nc5	g3583	13	0	198	0.0
nc5	g3584	102	13	1332	0.976
nc5	g3585	149	1466	11466	12.7856
nc5	g3587	121	1	1556	0.0643
nc5	g3588	11	0	125	0.0
nc5	g3594	6	0	109	0.0
nc5	g3595	8	0	157	0.0
nc5	g3596	1	16	17	94.1176
nc5	g3597	2	22	28	78.5714
nc5	g3600	2	0	22	0.0
nc5	g3601	27	1	672	0.1488
nc5	g3605	15	0	169	0.0
nc5	g3607	233	10	2950	0.339
nc5	g3609	10	115	158	72.7848
nc5	g3610	7	82	100	82.0
nc5	g3611	2	0	27	0.0
nc5	g3620	15	7	201	3.4826
nc5	g3622	33	1	550	0.1818
nc5	g3623	12	0	133	0.0
nc5	g3624	80	1	1379	0.0725
nc5	g3625	47	7	708	0.9887
nc5	g3626	17	0	302	0.0
nc5	g3627	49	17	662	2.568
nc5	g3632	28	0	453	0.0
nc5	g3634	39	401	1085	36.9585
nc5	g3641	31	1	622	0.1608
nc5	g3642	1	0	14	0.0
nc5	g3644	7	0	95	0.0
nc5	g3645	21	0	300	0.0
nc5	g3646	3	0	64	0.0
nc5	g3650	56	0	775	0.0
nc5	g3651	1	0	13	0.0
nc5	g3652	12	0	148	0.0
nc5	g3653	37	0	508	0.0
nc5	g3654	84	0	1203	0.0
nc5	g3655	1	0	10	0.0
nc5	g3656	15	0	172	0.0
nc5	g3657	26	0	407	0.0
nc5	g3658	63	5	837	0.5974
nc5	g3659	36	2	559	0.3578
nc5	g3661	19	0	207	0.0
nc5	g3662	3	0	31	0.0
nc5	g3665	3	32	44	72.7273
nc5	g3666	11	72	136	52.9412
nc5	g3667	20	0	266	0.0
nc5	g3669	53	2	790	0.2532
nc5	g3670	22	0	248	0.0
nc5	g3671	23	0	284	0.0
nc5	g3672	28	16	384	4.1667
nc5	g3676	23	0	266	0.0
nc5	g3687	7	0	99	0.0
nc5	g3692	11	1	136	0.7353
nc5	g3693	11	0	175	0.0
nc5	g3696	17	8	773	1.0349
nc5	g3697	19	21	516	4.0698
nc5	g3701	23	1	281	0.3559
nc5	g3702	1	10	10	100.0
nc5	g3704	21	0	532	0.0
nc5	g3705	9	49	160	30.625
nc5	g3716	20	0	299	0.0
nc5	g3718	25	5	405	1.2346
nc5	g3719	17	0	255	0.0
nc5	g3722	4	7	59	11.8644
nc5	g3723	43	25	754	3.3156
nc5	g3727	2	33	40	82.5
nc5	g3729	12	0	185	0.0
nc5	g3731	3	5	76	6.5789
nc5	g3734	4	0	93	0.0
nc5	g3735	13	139	161	86.3354
nc5	g3746	1	10	10	100.0
nc5	g3747	27	0	357	0.0
nc5	g3748	23	0	341	0.0
nc5	g3751	6	0	71	0.0
nc5	g3752	40	0	512	0.0
nc5	g3754	99	11	1450	0.7586
nc5	g3755	29	0	404	0.0
nc5	g3756	7	13	90	14.4444
nc5	g3758	82	0	1180	0.0
nc5	g3759	16	0	194	0.0
nc5	g3760	4	0	41	0.0
nc5	g3761	3	0	33	0.0
nc5	g3762	64	76	925	8.2162
nc5	g3763	77	0	964	0.0
nc5	g3765	24	0	359	0.0
nc5	g3769	87	0	1044	0.0
nc5	g3778	8	1	117	0.8547
nc5	g3780	6	0	75	0.0
nc5	g3787	18	33	218	15.1376
nc5	g3791	2	0	38	0.0
nc5	g3792	12	24	246	9.7561
nc5	g3793	49	0	627	0.0
nc5	g3795	2	11	27	40.7407
nc5	g3796	9	0	159	0.0
nc5	g3797	6	0	119	0.0
nc5	g3798	11	0	169	0.0
nc5	g3800	1	9	14	64.2857
nc5	g3802	4	0	70	0.0
nc5	g3803	1	8	29	27.5862
nc5	g3804	2	0	88	0.0
nc5	g3806	47	0	584	0.0
nc5	g3807	77	0	1250	0.0
nc5	g3808	123	14	1864	0.7511
nc5	g3809	15	0	188	0.0
nc5	g3811	9	20	112	17.8571
nc5	g3812	88	2	1237	0.1617
nc5	g3813	33	0	534	0.0
nc5	g3816	1	0	17	0.0
nc5	g3817	59	1	820	0.122
nc5	g3818	28	0	421	0.0
nc5	g3819	13	4	221	1.81
nc5	g3820	20	53	309	17.1521
nc5	g3821	5	0	58	0.0
nc5	g3822	32	0	385	0.0
nc5	g3824	250	3	3540	0.0847
nc5	g3825	14	0	153	0.0
nc5	g3826	37	1	479	0.2088
nc5	g3833	48	88	971	9.0628
nc5	g3836	7	81	97	83.5052
nc5	g3840	26	10	415	2.4096
nc5	g3841	186	1	3000	0.0333
nc5	g3842	7	0	89	0.0
nc5	g3843	4	0	40	0.0
nc5	g3844	77	834	2608	31.9785
nc5	g3845	48	885	2689	32.9119
nc5	g3849	2	0	26	0.0
nc5	g3851	1	0	10	0.0
nc5	g3852	190	1	3306	0.0302
nc5	g3853	265	5	3763	0.1329
nc5	g3854	397	46	8939	0.5146
nc5	g3858	7	0	71	0.0
nc5	g3859	28	0	375	0.0
nc5	g3860	16	0	202	0.0
nc5	g3861	15	0	176	0.0
nc5	g3862	8	0	117	0.0
nc5	g3863	31	1	434	0.2304
nc5	g3865	34	13	544	2.3897
nc5	g3866	7	53	83	63.8554
nc5	g3868	77	24	1113	2.1563
nc5	g3869	8	0	100	0.0
nc5	g3871	2	1	38	2.6316
nc5	g3872	8	0	94	0.0
nc5	g3874	48	0	637	0.0
nc5	g3875	31	0	785	0.0
nc5	g3876	1	0	10	0.0
nc5	g3878	20	0	255	0.0
nc5	g3879	4	0	45	0.0
nc5	g3880	3	0	31	0.0
nc5	g3882	23	1	337	0.2967
nc5	g3884	1	9	11	81.8182
nc5	g3887	17	0	207	0.0
nc5	g3889	12	0	196	0.0
nc5	g3890	19	1	328	0.3049
nc5	g3894	24	2	415	0.4819
nc5	g3903	73	3	1037	0.2893
nc5	g3904	19	0	232	0.0
nc5	g3905	43	0	513	0.0
nc5	g3906	24	0	312	0.0
nc5	g3907	1	0	10	0.0
nc5	g3908	20	0	231	0.0
nc5	g3911	19	1	235	0.4255
nc5	g3912	6	0	83	0.0
nc5	g3913	15	0	184	0.0
nc5	g3915	28	1	335	0.2985
nc5	g3926	1	0	15	0.0
nc5	g3927	114	15	1927	0.7784
nc5	g3928	54	0	670	0.0
nc5	g3929	17	1	263	0.3802
nc5	g3930	143	4	2753	0.1453
nc5	g3931	22	0	292	0.0
nc5	g3933	105	42	1328	3.1627
nc5	g3934	8	10	102	9.8039
nc5	g3938	7	0	166	0.0
nc5	g3945	35	376	477	78.826
nc5	g3949	5	0	117	0.0
nc5	g3950	53	10	668	1.497
nc5	g3951	19	4	225	1.7778
nc5	g3963	20	0	235	0.0
nc5	g3964	2	0	23	0.0
nc5	g3965	33	128	519	24.6628
nc5	g3966	28	0	305	0.0
nc5	g3968	13	0	194	0.0
nc5	g3970	33	17	410	4.1463
nc5	g3971	2	0	20	0.0
nc5	g3972	1	0	11	0.0
nc5	g3973	2	10	22	45.4545
nc5	g3975	6	36	102	35.2941
nc5	g3977	213	36	3209	1.1218
nc5	g3979	1	0	14	0.0
nc5	g3981	7	122	148	82.4324
nc5	g3983	1	6	10	60.0
nc5	g3984	5	30	65	46.1538
nc5	g3985	1	2	12	16.6667
nc5	g3986	35	154	848	18.1604
nc5	g3988	5	32	84	38.0952
nc5	g3989	1	12	24	50.0
nc5	g3990	49	488	1150	42.4348
nc5	g3991	7	11	149	7.3826
nc5	g3993	16	1	236	0.4237
nc5	g3995	10	0	200	0.0
nc5	g3999	3	14	35	40.0
nc5	g4002	70	3	2315	0.1296
nc5	g4004	5	89	142	62.6761
nc5	g4007	6	0	85	0.0
nc5	g4008	64	0	925	0.0
nc5	g4009	4	1	53	1.8868
nc5	g4010	9	0	94	0.0
nc5	g4016	26	0	308	0.0
nc5	g4017	36	30	551	5.4446
nc5	g4021	2	0	22	0.0
nc5	g4022	110	0	1677	0.0
nc5	g4023	12	0	184	0.0
nc5	g4024	56	76	1230	6.1789
nc5	g4025	1	0	16	0.0
nc5	g4026	17	4	252	1.5873
nc5	g4028	24	6	288	2.0833
nc5	g4029	50	0	640	0.0
nc5	g4033	4	0	43	0.0
nc5	g4034	14	0	170	0.0
nc5	g4035	25	0	336	0.0
nc5	g4036	2	19	27	70.3704
nc5	g4037	98	1	1369	0.073
nc5	g4038	71	1	1120	0.0893
nc5	g4039	3	14	38	36.8421
nc5	g4041	2	31	33	93.9394
nc5	g4050	5	8	62	12.9032
nc5	g4051	10	0	111	0.0
nc5	g4052	15	0	197	0.0
nc5	g4053	3	20	42	47.619
nc5	g4054	4	54	66	81.8182
nc5	g4057	25	0	377	0.0
nc5	g4058	16	0	188	0.0
nc5	g4059	16	0	192	0.0
nc5	g4066	65	2	1242	0.161
nc5	g4067	12	83	220	37.7273
nc5	g4070	26	0	341	0.0
nc5	g4074	21	54	342	15.7895
nc5	g4075	21	0	344	0.0
nc5	g4076	11	0	220	0.0
nc5	g4077	15	414	630	65.7143
nc5	g4085	24	1	450	0.2222
nc5	g4086	28	0	408	0.0
nc5	g4093	42	1	1014	0.0986
nc5	g4094	1	10	11	90.9091
nc5	g4095	1	10	10	100.0
nc5	g4096	8	67	112	59.8214
nc5	g4097	353	3	9589	0.0313
nc5	g4105	113	7	1655	0.423
nc5	g4109	1	10	11	90.9091
nc5	g4112	109	2	2302	0.0869
nc5	g4113	60	2	1447	0.1382
nc5	g4114	142	2	2934	0.0682
nc5	g4115	3	0	109	0.0
nc5	g4116	85	0	1282	0.0
nc5	g4117	22	0	342	0.0
nc5	g4118	40	0	740	0.0
nc5	g4119	77	2	1089	0.1837
nc5	g4120	18	0	251	0.0
nc5	g4123	2	25	26	96.1538
nc5	g4125	91	89	1541	5.7755
nc5	g4126	67	1	920	0.1087
nc5	g4127	20	16	288	5.5556
nc5	g4128	6	0	97	0.0
nc5	g4129	65	29	1248	2.3237
nc5	g4134	4	54	67	80.597
nc5	g4144	51	0	701	0.0
nc5	g4145	80	0	1004	0.0
nc5	g4146	203	1	2916	0.0343
nc5	g4147	45	1	709	0.141
nc5	g4148	33	1	422	0.237
nc5	g4149	78	0	1048	0.0
nc5	g4150	218	1	3104	0.0322
nc5	g4153	2	0	26	0.0
nc5	g4159	19	23	247	9.3117
nc5	g4161	2	0	41	0.0
nc5	g4162	6	0	85	0.0
nc5	g4163	34	0	705	0.0
nc5	g4168	34	0	478	0.0
nc5	g4169	9	47	108	43.5185
nc5	g4170	2	19	38	50.0
nc5	g4173	21	174	265	65.6604
nc5	g4174	36	1	472	0.2119
nc5	g4175	54	0	725	0.0
nc5	g4176	19	1	587	0.1704
nc5	g4178	1	9	10	90.0
nc5	g4180	8	27	143	18.8811
nc5	g4181	6	1	100	1.0
nc5	g4182	82	1	1106	0.0904
nc5	g4183	19	0	235	0.0
nc5	g4185	33	4	464	0.8621
nc5	g4186	14	0	208	0.0
nc5	g4196	3	1	77	1.2987
nc5	g4197	50	10	567	1.7637
nc5	g4200	5	40	67	59.7015
nc5	g4202	3	1	40	2.5
nc5	g4203	2	29	104	27.8846
nc5	g4205	10	0	118	0.0
nc5	g4206	2	1	24	4.1667
nc5	g4209	48	273	697	39.1679
nc5	g4210	72	3	1128	0.266
nc5	g4212	1	0	17	0.0
nc5	g4213	37	3	585	0.5128
nc5	g4214	67	4	2353	0.17
nc5	g4215	8	1	97	1.0309
nc5	g4216	5	3	115	2.6087
nc5	g4219	1	7	11	63.6364
nc5	g4221	2	18	31	58.0645
nc5	g4223	16	14	357	3.9216
nc5	g4225	132	1424	8551	16.653
nc5	g4226	198	69	10640	0.6485
nc5	g4229	215	19	3272	0.5807
nc5	g4230	15	0	220	0.0
nc5	g4231	23	0	439	0.0
nc5	g4232	2	18	37	48.6486
nc5	g4234	44	20	588	3.4014
nc5	g4235	31	0	457	0.0
nc5	g4236	15	3	210	1.4286
nc5	g4240	84	4	1268	0.3155
nc5	g4241	49	0	727	0.0
nc5	g4242	1	0	10	0.0
nc5	g4243	14	0	211	0.0
nc5	g4244	14	0	262	0.0
nc5	g4247	28	0	412	0.0
nc5	g4248	5	0	86	0.0
nc5	g4249	47	2	719	0.2782
nc5	g4250	3	0	58	0.0
nc5	g4254	10	118	235	50.2128
nc5	g4266	1	9	13	69.2308
nc5	g4269	46	0	657	0.0
nc5	g4270	4	0	69	0.0
nc5	g4271	49	0	606	0.0
nc5	g4272	42	58	1316	4.4073
nc5	g4273	72	202	4672	4.3236
nc5	g4276	1	13	13	100.0
nc5	g4278	22	3	317	0.9464
nc5	g4279	28	1	347	0.2882
nc5	g4285	25	27	426	6.338
nc5	g4288	4	43	78	55.1282
nc5	g4293	1	0	16	0.0
nc5	g4294	27	1	412	0.2427
nc5	g4296	2	0	30	0.0
nc5	g4297	12	2	139	1.4388
nc5	g4298	10	0	114	0.0
nc5	g4299	123	34	2055	1.6545
nc5	g4300	22	0	318	0.0
nc5	g4301	1	10	11	90.9091
nc5	g4302	49	0	719	0.0
nc5	g4303	27	0	393	0.0
nc5	g4304	147	13	1968	0.6606
nc5	g4305	156	2	2094	0.0955
nc5	g4306	16	0	190	0.0
nc5	g4307	2	0	35	0.0
nc5	g4308	65	0	877	0.0
nc5	g4309	1	9	10	90.0
nc5	g4310	1	0	25	0.0
nc5	g4311	2	0	33	0.0
nc5	g4313	12	0	177	0.0
nc5	g4316	161	63	2348	2.6831
nc5	g4317	50	8	785	1.0191
nc5	g4319	8	23	108	21.2963
nc5	g4320	2	0	30	0.0
nc5	g4321	4	0	42	0.0
nc5	g4322	6	61	69	88.4058
nc5	g4326	123	3	2692	0.1114
nc5	g4329	60	0	784	0.0
nc5	g4330	20	0	250	0.0
nc5	g4331	81	198	1581	12.5237
nc5	g4332	16	0	205	0.0
nc5	g4333	1	0	12	0.0
nc5	g4334	1	0	14	0.0
nc5	g4338	33	0	466	0.0
nc5	g4340	2	0	28	0.0
nc5	g4344	14	0	186	0.0
nc5	g4345	37	0	521	0.0
nc5	g4346	49	1	643	0.1555
nc5	g4347	29	0	329	0.0
nc5	g4348	14	0	227	0.0
nc5	g4355	15	101	247	40.8907
nc5	g4356	15	75	350	21.4286
nc5	g4357	31	111	733	15.1432
nc5	g4359	13	0	156	0.0
nc5	g4360	44	1	750	0.1333
nc5	g4361	51	2	568	0.3521
nc5	g4362	40	0	434	0.0
nc5	g4363	66	0	888	0.0
nc5	g4366	141	15	1900	0.7895
nc5	g4367	26	60	352	17.0455
nc5	g4368	3	39	40	97.5
nc5	g4373	45	56	684	8.1871
nc5	g4374	33	1	402	0.2488
nc5	g4375	9	0	140	0.0
nc5	g4376	54	2	861	0.2323
nc5	g4378	3	0	49	0.0
nc5	g4379	1	0	16	0.0
nc5	g4380	35	0	782	0.0
nc5	g4381	40	0	458	0.0
nc5	g4382	8	0	88	0.0
nc5	g4383	23	0	387	0.0
nc5	g4384	6	0	74	0.0
nc5	g4391	38	34	2301	1.4776
nc5	g4392	1	0	10	0.0
nc5	g4393	1	12	15	80.0
nc5	g4395	51	0	1017	0.0
nc5	g4397	2	21	28	75.0
nc5	g4398	16	103	229	44.9782
nc5	g4399	12	117	172	68.0233
nc5	g4400	23	0	299	0.0
nc5	g4401	6	0	78	0.0
nc5	g4403	35	24	527	4.5541
nc5	g4404	5	3	73	4.1096
nc5	g4405	8	0	86	0.0
nc5	g4406	33	0	534	0.0
nc5	g4407	2	0	22	0.0
nc5	g4408	153	25	2130	1.1737
nc5	g4409	12	0	184	0.0
nc5	g4410	66	0	874	0.0
nc5	g4411	42	0	706	0.0
nc5	g4412	46	0	553	0.0
nc5	g4413	20	0	268	0.0
nc5	g4414	101	0	1550	0.0
nc5	g4415	53	0	720	0.0
nc5	g4416	20	0	249	0.0
nc5	g4418	21	1	351	0.2849
nc5	g4420	35	0	431	0.0
nc5	g4421	22	0	294	0.0
nc5	g4423	4	0	63	0.0
nc5	g4433	22	0	425	0.0
nc5	g4439	30	167	632	26.4241
nc5	g4440	12	0	257	0.0
nc5	g4441	1	0	10	0.0
nc5	g4444	21	3	287	1.0453
nc5	g4447	5	0	88	0.0
nc5	g4448	19	4	257	1.5564
nc5	g4449	39	0	609	0.0
nc5	g4453	2	15	32	46.875
nc5	g4454	10	17	137	12.4088
nc5	g4457	35	32	796	4.0201
nc5	g4458	7	0	117	0.0
nc5	g4465	34	0	420	0.0
nc5	g4467	2	0	23	0.0
nc5	g4470	37	13	463	2.8078
nc5	g4471	14	0	168	0.0
nc5	g4472	16	0	232	0.0
nc5	g4473	27	26	374	6.9519
nc5	g4474	28	0	508	0.0
nc5	g4475	20	0	287	0.0
nc5	g4482	32	6	478	1.2552
nc5	g4484	92	36	1270	2.8346
nc5	g4485	16	22	198	11.1111
nc5	g4486	22	11	285	3.8596
nc5	g4487	5	0	73	0.0
nc5	g4488	24	0	348	0.0
nc5	g4489	2	0	43	0.0
nc5	g4491	37	4	507	0.789
nc5	g4492	14	10	171	5.848
nc5	g4493	12	0	137	0.0
nc5	g4494	14	49	182	26.9231
nc5	g4495	10	0	117	0.0
nc5	g4496	48	3	590	0.5085
nc5	g4497	4	38	44	86.3636
nc5	g4498	2	1	27	3.7037
nc5	g4499	155	3	2403	0.1248
nc5	g4500	35	0	453	0.0
nc5	g4501	13	0	215	0.0
nc5	g4503	9	0	168	0.0
nc5	g4511	11	0	128	0.0
nc5	g4514	1	10	12	83.3333
nc5	g4515	10	137	143	95.8042
nc5	g4519	46	33	1219	2.7071
nc5	g4520	57	105	1378	7.6197
nc5	g4523	1	6	11	54.5455
nc5	g4525	209	83	9241	0.8982
nc5	g4526	76	2277	3628	62.7619
nc5	g4528	16	122	439	27.7904
nc5	g4530	1	0	10	0.0
nc5	g4531	6	0	66	0.0
nc5	g4533	2	0	27	0.0
nc5	g4534	9	0	144	0.0
nc5	g4535	3	0	34	0.0
nc5	g4536	71	0	904	0.0
nc5	g4539	61	753	3924	19.1896
nc5	g4541	4	0	55	0.0
nc5	g4543	8	0	106	0.0
nc5	g4544	1	14	17	82.3529
nc5	g4545	21	1	293	0.3413
nc5	g4547	6	0	73	0.0
nc5	g4551	48	54	2175	2.4828
nc5	g4552	1	12	13	92.3077
nc5	g4555	27	297	834	35.6115
nc5	g4556	32	456	1060	43.0189
nc5	g4557	29	365	830	43.9759
nc5	g4558	6	82	132	62.1212
nc5	g4560	6	0	80	0.0
nc5	g4562	1	11	13	84.6154
nc5	g4563	6	0	74	0.0
nc5	g4564	9	0	99	0.0
nc5	g4565	19	5	393	1.2723
nc5	g4566	120	2	1781	0.1123
nc5	g4567	63	0	853	0.0
nc5	g4568	103	12	1525	0.7869
nc5	g4569	3	1	85	1.1765
nc5	g4570	50	0	683	0.0
nc5	g4571	7	15	179	8.3799
nc5	g4572	6	0	77	0.0
nc5	g4578	12	278	433	64.2032
nc5	g4580	11	217	411	52.7981
nc5	g4584	3	0	52	0.0
